2005,53,80679.999,456508.23,216,153,83467.143,455747.16,66,5182666,1182,2889.186,15,4847,0.5341359,236,308
2006,60,80679.999,456508.23,294,125,83467.143,455747.16,66,5182666,1303,2889.186,5,4847,0.5383456,244,222
2007,53,80679.999,456508.23,191,126,83467.143,455747.16,66,5182666,985,2889.186,14,4847,0.5444605,198,154
2008,56,80679.999,456508.23,195,140,83467.143,455747.16,66,5182666,1426,2889.186,12,4847,0.550719,187,225
2009,48,80679.999,456508.23,177,136,83467.143,455747.16,66,5182666,921,2889.186,10,4847,0.5604299,235,235
2004,44,80679.999,456508.23,126,70,82592.304,455123.84,64,5182664,957,2360.815,2,4845,0.668142,413,634
2005,53,80679.999,456508.23,216,77,82592.304,455123.84,64,5182664,1211,2360.815,3,4845,0.6837927,236,448
2006,60,80679.999,456508.23,294,80,82592.304,455123.84,64,5182664,1275,2360.815,2,4845,0.68998,244,411
2007,53,80679.999,456508.23,191,71,82592.304,455123.84,64,5182664,987,2360.815,2,4845,0.7062182,198,352
2008,56,80679.999,456508.23,195,64,82592.304,455123.84,64,5182664,959,2360.815,4,4845,0.7116483,187,369
2009,48,80679.999,456508.23,177,77,82592.304,455123.84,64,5182664,876,2360.815,1,4845,0.7178138,235,393
2005,53,80679.999,456508.23,216,20,83237.45,453883.65,60,5183960,108,3664.553,2,4841,0.6428417,236,183
2003,48,80679.999,456508.23,132,45,77820.025,454928.9,51,5181251,203,3267.067,5,4836,0.4824775,449,270
2004,44,80679.999,456508.23,126,76,77820.025,454928.9,51,5181251,368,3267.067,5,4836,0.4916025,413,223
2005,53,80679.999,456508.23,216,69,77820.025,454928.9,51,5181251,320,3267.067,2,4836,0.5023828,236,161
2006,60,80679.999,456508.23,294,80,77820.025,454928.9,51,5181251,548,3267.067,2,4836,0.5017023,244,170
2007,53,80679.999,456508.23,191,52,77820.025,454928.9,51,5181251,243,3267.067,4,4836,0.5084326,198,143
2009,48,80679.999,456508.23,177,53,77820.025,454928.9,51,5181251,207,3267.067,6,4836,0.528577,235,238
2003,48,80679.999,456508.23,132,14,77287.477,454475.93,50,5181250,37,3954.672,8,4835,0.464772,449,114
2004,44,80679.999,456508.23,126,17,77287.477,454475.93,50,5181250,47,3954.672,1,4835,0.4672208,413,99
2005,53,80679.999,456508.23,216,19,77287.477,454475.93,50,5181250,40,3954.672,2,4835,0.4810185,236,54
2007,53,80679.999,456508.23,191,15,77287.477,454475.93,50,5181250,23,3954.672,2,4835,0.488219,198,78
2003,48,80679.999,456508.23,132,28,75920.197,453795.66,92,5181492,95,5478.48,4,4873,0.4725875,449,192
2004,44,80679.999,456508.23,126,21,75920.197,453795.66,92,5181492,51,5478.48,2,4873,0.4747532,413,155
2006,60,80679.999,456508.23,294,33,75920.197,453795.66,92,5181492,88,5478.48,3,4873,0.486263,244,101
2007,53,80679.999,456508.23,191,37,75920.197,453795.66,92,5181492,85,5478.48,7,4873,0.490111,198,99
2008,56,80679.999,456508.23,195,24,75920.197,453795.66,92,5181492,140,5478.48,1,4873,0.496935,187,154
2009,48,80679.999,456508.23,177,44,75920.197,453795.66,92,5181492,421,5478.48,1,4873,0.505587,235,166
2003,48,80679.999,456508.23,132,47,78487.746,455282.72,52,5181252,202,2511.545,6,4837,0.5011466,449,493
2004,44,80679.999,456508.23,126,56,78487.746,455282.72,52,5181252,192,2511.545,11,4837,0.5090955,413,352
2005,53,80679.999,456508.23,216,68,78487.746,455282.72,52,5181252,275,2511.545,13,4837,0.52126,236,303
2006,60,80679.999,456508.23,294,72,78487.746,455282.72,52,5181252,281,2511.545,3,4837,0.523599,244,235
2007,53,80679.999,456508.23,191,68,78487.746,455282.72,52,5181252,332,2511.545,9,4837,0.5265914,198,224
2008,56,80679.999,456508.23,195,58,78487.746,455282.72,52,5181252,202,2511.545,6,4837,0.5320905,187,274
2009,48,80679.999,456508.23,177,57,78487.746,455282.72,52,5181252,261,2511.545,2,4837,0.5411109,235,272
2003,48,80679.999,456508.23,132,67,84507.038,456483.6,69,5182569,525,3827.119,4,4850,0.5400671,449,342
2004,44,80679.999,456508.23,126,79,84507.038,456483.6,69,5182569,764,3827.119,4,4850,0.5507769,413,285
2005,53,80679.999,456508.23,216,81,84507.038,456483.6,69,5182569,585,3827.119,3,4850,0.5646633,236,218
2006,60,80679.999,456508.23,294,82,84507.038,456483.6,69,5182569,553,3827.119,7,4850,0.570707,244,193
2007,53,80679.999,456508.23,191,94,84507.038,456483.6,69,5182569,633,3827.119,7,4850,0.577578,198,220
2008,56,80679.999,456508.23,195,87,84507.038,456483.6,69,5182569,918,3827.119,5,4850,0.5912437,187,205
2009,48,80679.999,456508.23,177,85,84507.038,456483.6,69,5182569,438,3827.119,5,4850,0.6022393,235,214
2004,44,80679.999,456508.23,126,11,76346.377,453537.39,93,5181893,11,5254.16,2,4874,0.4820883,413,73
2006,60,80679.999,456508.23,294,6,76346.377,453537.39,93,5181893,6,5254.16,1,4874,0.4944,244,54
2007,53,80679.999,456508.23,191,17,76346.377,453537.39,93,5181893,30,5254.16,1,4874,0.497811,198,43
2009,48,80679.999,456508.23,177,13,76346.377,453537.39,93,5181893,31,5254.16,1,4874,0.5152408,235,50
2003,48,80679.999,456508.23,132,31,86142.018,449864.37,115,5184215,127,8600.846,3,4896,0.4519304,449,9
2007,53,80679.999,456508.23,191,56,86142.018,449864.37,115,5184215,172,8600.846,4,4896,0.5396823,198,48
2008,56,80679.999,456508.23,195,69,86142.018,449864.37,115,5184215,248,8600.846,9,4896,0.5423057,187,41
2005,53,80679.999,456508.23,216,24,86991.62,453087.95,118,5184418,123,7178.778,2,4899,0.5902516,236,12
2006,60,80679.999,456508.23,294,38,86991.62,453087.95,118,5184418,228,7178.778,2,4899,0.575848,244,32
2007,53,80679.999,456508.23,191,59,86991.62,453087.95,118,5184418,329,7178.778,1,4899,0.5762492,198,52
2006,60,80679.999,456508.23,294,7,76737.358,450129.23,99,5183399,27,7499.07,3,4880,0.427317,244,118
2008,56,80679.999,456508.23,195,3,76737.358,450129.23,99,5183399,16,7499.07,1,4880,0.4407635,187,81
2004,44,80679.999,456508.23,126,58,87580.597,453976.79,119,5184419,418,7350.268,1,4900,0.5477552,413,60
2007,53,80679.999,456508.23,191,64,87580.597,453976.79,119,5184419,418,7350.268,3,4900,0.560481,198,68
2005,53,80679.999,456508.23,216,115,88163.568,453221.58,120,5184420,588,8173.486,1,4901,0.5526614,236,59
2003,48,80679.999,456508.23,132,179,78164.958,450403.42,98,5183398,1894,6602.584,2,4879,0.6442729,449,403
2004,44,80679.999,456508.23,126,231,78164.958,450403.42,98,5183398,1917,6602.584,1,4879,0.6648317,413,394
2005,53,80679.999,456508.23,216,266,78164.958,450403.42,98,5183398,1796,6602.584,1,4879,0.6805532,236,323
2008,56,80679.999,456508.23,195,238,78164.958,450403.42,98,5183398,2468,6602.584,1,4879,0.7138102,187,307
2009,48,80679.999,456508.23,177,245,78164.958,450403.42,98,5183398,2803,6602.584,1,4879,0.7269461,235,306
2003,48,80679.999,456508.23,132,128,77424.544,456516.45,100,5180800,1516,3255.465,4,4881,0.4218366,449,149
2006,60,80679.999,456508.23,294,159,77424.544,456516.45,100,5180800,1693,3255.465,4,4881,0.4425794,244,126
2008,56,80679.999,456508.23,195,145,77424.544,456516.45,100,5180800,1539,3255.465,2,4881,0.4511865,187,114
2009,48,80679.999,456508.23,177,154,77424.544,456516.45,100,5180800,1619,3255.465,2,4881,0.464171,235,121
2003,48,80679.999,456508.23,132,6,82247.32,457869.94,76,5180476,6,2076.235,6,4857,0.5388969,449,125
2004,44,80679.999,456508.23,126,8,82247.32,457869.94,76,5180476,14,2076.235,13,4857,0.5412976,413,69
2005,53,80679.999,456508.23,216,12,82247.32,457869.94,76,5180476,23,2076.235,11,4857,0.5523916,236,67
2006,60,80679.999,456508.23,294,16,82247.32,457869.94,76,5180476,25,2076.235,1,4857,0.557571,244,60
2007,53,80679.999,456508.23,191,16,82247.32,457869.94,76,5180476,29,2076.235,2,4857,0.5555404,198,46
2008,56,80679.999,456508.23,195,18,82247.32,457869.94,76,5180476,27,2076.235,9,4857,0.5598282,187,52
2009,48,80679.999,456508.23,177,18,82247.32,457869.94,76,5180476,30,2076.235,5,4857,0.565617,235,73
2003,48,80679.999,456508.23,132,7,80957.974,457876.04,74,5180374,10,1395.773,10,4855,0.5334585,449,86
2006,60,80679.999,456508.23,294,7,80957.974,457876.04,74,5180374,15,1395.773,2,4855,0.5399231,244,44
2009,48,80679.999,456508.23,177,13,80957.974,457876.04,74,5180374,225,1395.773,7,4855,0.55862,235,58
2003,48,80679.999,456508.23,132,15,79186.621,450542.77,101,5184001,88,6149.545,1,4882,0.4267391,449,63
2004,44,80679.999,456508.23,126,25,79186.621,450542.77,101,5184001,145,6149.545,1,4882,0.496021,413,93
2006,60,80679.999,456508.23,294,29,79186.621,450542.77,101,5184001,114,6149.545,1,4882,0.5404204,244,37
2009,48,80679.999,456508.23,177,24,79186.621,450542.77,101,5184001,121,6149.545,1,4882,0.5791286,235,45
2003,48,80679.999,456508.23,132,53,77847.231,453725.17,83,5181983,288,3971.146,3,4864,0.4627874,449,150
2006,60,80679.999,456508.23,294,66,77847.231,453725.17,83,5181983,421,3971.146,2,4864,0.486917,244,89
2007,53,80679.999,456508.23,191,38,77847.231,453725.17,83,5181983,244,3971.146,3,4864,0.4935564,198,144
2008,56,80679.999,456508.23,195,59,77847.231,453725.17,83,5181983,256,3971.146,2,4864,0.5028877,187,109
2009,48,80679.999,456508.23,177,58,77847.231,453725.17,83,5181983,363,3971.146,3,4864,0.507906,235,90
2003,48,80679.999,456508.23,132,38,78472.418,456729.06,8,5180908,506,2218.599,4,4796,0.4405767,449,137
2004,44,80679.999,456508.23,126,58,78472.418,456729.06,8,5180908,550,2218.599,4,4796,0.4495844,413,131
2005,53,80679.999,456508.23,216,49,78472.418,456729.06,8,5180908,353,2218.599,3,4796,0.4665934,236,102
2006,60,80679.999,456508.23,294,65,78472.418,456729.06,8,5180908,316,2218.599,2,4796,0.47288,244,85
2007,53,80679.999,456508.23,191,57,78472.418,456729.06,8,5180908,387,2218.599,2,4796,0.478918,198,86
2008,56,80679.999,456508.23,195,48,78472.418,456729.06,8,5180908,331,2218.599,4,4796,0.4888671,187,78
2009,48,80679.999,456508.23,177,51,78472.418,456729.06,8,5180908,147,2218.599,3,4796,0.498096,235,84
2003,48,80679.999,456508.23,132,128,80604.298,452912.11,21,5183721,1267,3596.912,1,4809,0.8055718,449,475
2005,53,80679.999,456508.23,216,168,80604.298,452912.11,21,5183721,1181,3596.912,2,4809,0.8333299,236,368
2006,60,80679.999,456508.23,294,138,80604.298,452912.11,21,5183721,887,3596.912,1,4809,0.843089,244,258
2008,56,80679.999,456508.23,195,139,80604.298,452912.11,21,5183721,1096,3596.912,1,4809,0.862973,187,265
2009,48,80679.999,456508.23,177,156,80604.298,452912.11,21,5183721,1367,3596.912,2,4809,0.872913,235,300
2003,48,80679.999,456508.23,132,1,82562.968,456196.18,49,5182449,1,1908.65,1,4834,0.5290851,449,86
2005,53,80679.999,456508.23,216,0,82562.968,456196.18,49,5182449,0,1908.65,4,4834,0.5292105,236,79
2006,60,80679.999,456508.23,294,3,82562.968,456196.18,49,5182449,9,1908.65,2,4834,0.533132,244,29
2008,56,80679.999,456508.23,195,1,82562.968,456196.18,49,5182449,1,1908.65,3,4834,0.5471738,187,39
2009,48,80679.999,456508.23,177,1,82562.968,456196.18,49,5182449,3,1908.65,1,4834,0.5592874,235,58
2003,48,80679.999,456508.23,132,137,78293.527,454267.97,54,5182054,1679,3273.226,2,4839,0.5731536,449,329
2004,44,80679.999,456508.23,126,148,78293.527,454267.97,54,5182054,1455,3273.226,6,4839,0.5752018,413,311
2005,53,80679.999,456508.23,216,166,78293.527,454267.97,54,5182054,1699,3273.226,1,4839,0.5856234,236,232
2006,60,80679.999,456508.23,294,164,78293.527,454267.97,54,5182054,1702,3273.226,4,4839,0.585728,244,181
2008,56,80679.999,456508.23,195,143,78293.527,454267.97,54,5182054,1201,3273.226,3,4839,0.5878126,187,218
2009,48,80679.999,456508.23,177,133,78293.527,454267.97,54,5182054,933,3273.226,2,4839,0.6010871,235,264
2004,44,80679.999,456508.23,126,11,79585.362,449955.01,102,5184002,25,6644.014,1,4883,0.4384865,413,24
2006,60,80679.999,456508.23,294,41,79585.362,449955.01,102,5184002,307,6644.014,1,4883,0.5878018,244,21
2008,56,80679.999,456508.23,195,70,79585.362,449955.01,102,5184002,372,6644.014,4,4883,0.5883517,187,82
2003,48,80679.999,456508.23,132,138,76992.266,452335.92,86,5181786,792,5568.439,4,4867,0.4960181,449,655
2004,44,80679.999,456508.23,126,199,76992.266,452335.92,86,5181786,965,5568.439,2,4867,0.5057875,413,533
2005,53,80679.999,456508.23,216,186,76992.266,452335.92,86,5181786,1154,5568.439,1,4867,0.5224745,236,529
2006,60,80679.999,456508.23,294,242,76992.266,452335.92,86,5181786,1170,5568.439,3,4867,0.5261629,244,368
2007,53,80679.999,456508.23,191,204,76992.266,452335.92,86,5181786,1321,5568.439,2,4867,0.532084,198,428
2009,48,80679.999,456508.23,177,186,76992.266,452335.92,86,5181786,1405,5568.439,2,4867,0.550989,235,395
2003,48,80679.999,456508.23,132,123,81783.216,454185.69,18,5182718,1803,2571.243,4,4806,0.7191215,449,694
2004,44,80679.999,456508.23,126,142,81783.216,454185.69,18,5182718,1786,2571.243,2,4806,0.7289301,413,587
2005,53,80679.999,456508.23,216,127,81783.216,454185.69,18,5182718,795,2571.243,9,4806,0.7451969,236,454
2006,60,80679.999,456508.23,294,170,81783.216,454185.69,18,5182718,1913,2571.243,2,4806,0.746058,244,371
2007,53,80679.999,456508.23,191,172,81783.216,454185.69,18,5182718,1827,2571.243,5,4806,0.7450721,198,411
2008,56,80679.999,456508.23,195,206,81783.216,454185.69,18,5182718,2048,2571.243,2,4806,0.7491447,187,522
2009,48,80679.999,456508.23,177,175,81783.216,454185.69,18,5182718,1827,2571.243,3,4806,0.754327,235,499
2003,48,80679.999,456508.23,132,46,83972.725,456051.35,67,5182567,900,3324.272,1,4848,0.5927794,449,120
2004,44,80679.999,456508.23,126,35,83972.725,456051.35,67,5182567,627,3324.272,1,4848,0.6014947,413,84
2008,56,80679.999,456508.23,195,55,83972.725,456051.35,67,5182567,723,3324.272,1,4848,0.6224066,187,72
2009,48,80679.999,456508.23,177,54,83972.725,456051.35,67,5182567,1010,3324.272,1,4848,0.631436,235,72
2004,44,80679.999,456508.23,126,16,75519.719,454298.21,91,5181591,74,5613.616,1,4872,0.4605195,413,99
2008,56,80679.999,456508.23,195,12,75519.719,454298.21,91,5181591,29,5613.616,1,4872,0.4912058,187,100
2004,44,80679.999,456508.23,126,78,75966.222,452310.59,95,5181795,889,6311.886,3,4876,0.4501925,413,212
2006,60,80679.999,456508.23,294,89,75966.222,452310.59,95,5181795,738,6311.886,1,4876,0.4641479,244,164
2007,53,80679.999,456508.23,191,89,75966.222,452310.59,95,5181795,634,6311.886,1,4876,0.4674004,198,210
2008,56,80679.999,456508.23,195,73,75966.222,452310.59,95,5181795,633,6311.886,2,4876,0.4753325,187,215
2009,48,80679.999,456508.23,177,77,75966.222,452310.59,95,5181795,1031,6311.886,1,4876,0.4856696,235,260
2003,48,80679.999,456508.23,132,143,79379.88,455030.03,44,5182144,2362,1968.601,5,4829,0.5987619,449,570
2004,44,80679.999,456508.23,126,159,79379.88,455030.03,44,5182144,2199,1968.601,6,4829,0.6022906,413,455
2005,53,80679.999,456508.23,216,142,79379.88,455030.03,44,5182144,2116,1968.601,14,4829,0.6087243,236,343
2006,60,80679.999,456508.23,294,139,79379.88,455030.03,44,5182144,1796,1968.601,4,4829,0.606754,244,308
2007,53,80679.999,456508.23,191,151,79379.88,455030.03,44,5182144,1006,1968.601,2,4829,0.601959,198,353
2008,56,80679.999,456508.23,195,125,79379.88,455030.03,44,5182144,1038,1968.601,3,4829,0.6079896,187,287
2009,48,80679.999,456508.23,177,121,79379.88,455030.03,44,5182144,1305,1968.601,8,4829,0.617506,235,363
2003,48,80679.999,456508.23,132,115,80655.598,454904.27,11,5182811,1303,1604.142,8,4799,0.5894135,449,1285
2004,44,80679.999,456508.23,126,109,80655.598,454904.27,11,5182811,1280,1604.142,21,4799,0.5989695,413,1158
2005,53,80679.999,456508.23,216,142,80655.598,454904.27,11,5182811,1373,1604.142,8,4799,0.6083527,236,772
2006,60,80679.999,456508.23,294,154,80655.598,454904.27,11,5182811,1516,1604.142,12,4799,0.6096887,244,631
2007,53,80679.999,456508.23,191,159,80655.598,454904.27,11,5182811,1365,1604.142,18,4799,0.621417,198,857
2008,56,80679.999,456508.23,195,148,80655.598,454904.27,11,5182811,1057,1604.142,12,4799,0.631214,187,451
2009,48,80679.999,456508.23,177,150,80655.598,454904.27,11,5182811,1664,1604.142,7,4799,0.6461629,235,467
2004,44,80679.999,456508.23,126,112,75133.278,451071.59,97,5181697,2925,7766.796,1,4878,0.4686373,413,206
2005,53,80679.999,456508.23,216,110,75133.278,451071.59,97,5181697,2745,7766.796,3,4878,0.4802817,236,165
2006,60,80679.999,456508.23,294,102,75133.278,451071.59,97,5181697,1951,7766.796,3,4878,0.483969,244,139
2007,53,80679.999,456508.23,191,119,75133.278,451071.59,97,5181697,2712,7766.796,1,4878,0.491947,198,161
2008,56,80679.999,456508.23,195,106,75133.278,451071.59,97,5181697,3151,7766.796,2,4878,0.5020975,187,236
2003,48,80679.999,456508.23,132,88,82238.754,453809.14,19,5183819,978,3116.857,4,4807,0.7840661,449,382
2006,60,80679.999,456508.23,294,111,82238.754,453809.14,19,5183819,1032,3116.857,1,4807,0.7885065,244,230
2007,53,80679.999,456508.23,191,120,82238.754,453809.14,19,5183819,1034,3116.857,1,4807,0.79714,198,186
2008,56,80679.999,456508.23,195,115,82238.754,453809.14,19,5183819,1038,3116.857,1,4807,0.8053637,187,219
2009,48,80679.999,456508.23,177,102,82238.754,453809.14,19,5183819,1045,3116.857,1,4807,0.809018,235,242
2004,44,80679.999,456508.23,126,96,81545.294,453175.26,22,5183822,872,3443.461,1,4810,0.7600332,413,769
2005,53,80679.999,456508.23,216,119,81545.294,453175.26,22,5183822,1054,3443.461,2,4810,0.7778475,236,463
2006,60,80679.999,456508.23,294,120,81545.294,453175.26,22,5183822,1117,3443.461,1,4810,0.790933,244,477
2004,44,80679.999,456508.23,126,318,82226.618,452967.68,25,5183825,2443,3863.611,1,4813,0.6485425,413,483
2005,53,80679.999,456508.23,216,318,82226.618,452967.68,25,5183825,2294,3863.611,2,4813,0.6634787,236,469
2006,60,80679.999,456508.23,294,365,82226.618,452967.68,25,5183825,2652,3863.611,1,4813,0.6709222,244,397
2007,53,80679.999,456508.23,191,350,82226.618,452967.68,25,5183825,2807,3863.611,7,4813,0.6817358,198,450
2008,56,80679.999,456508.23,195,326,82226.618,452967.68,25,5183825,3002,3863.611,1,4813,0.6911797,187,436
2009,48,80679.999,456508.23,177,315,82226.618,452967.68,25,5183825,2882,3863.611,3,4813,0.7010951,235,464
2003,48,80679.999,456508.23,132,182,81676.184,452482.26,24,5183824,1368,4147.391,1,4812,0.6527367,449,547
2004,44,80679.999,456508.23,126,239,81676.184,452482.26,24,5183824,1935,4147.391,1,4812,0.6768047,413,401
2007,53,80679.999,456508.23,191,235,81676.184,452482.26,24,5183824,2045,4147.391,1,4812,0.707024,198,323
2008,56,80679.999,456508.23,195,223,81676.184,452482.26,24,5183824,1786,4147.391,2,4812,0.7137073,187,261
2009,48,80679.999,456508.23,177,217,81676.184,452482.26,24,5183824,1439,4147.391,4,4812,0.726221,235,264
2003,48,80679.999,456508.23,132,40,80094.01,448862.11,104,5184004,200,7668.541,2,4885,0.5403895,449,50
2004,44,80679.999,456508.23,126,56,80094.01,448862.11,104,5184004,308,7668.541,8,4885,0.5507988,413,54
2005,53,80679.999,456508.23,216,76,80094.01,448862.11,104,5184004,290,7668.541,4,4885,0.5668541,236,55
2003,48,80679.999,456508.23,132,74,85024.412,456854.6,61,5182561,644,4358.199,4,4842,0.5706987,449,186
2004,44,80679.999,456508.23,126,74,85024.412,456854.6,61,5182561,583,4358.199,8,4842,0.5777073,413,145
2006,60,80679.999,456508.23,294,109,85024.412,456854.6,61,5182561,873,4358.199,4,4842,0.5990559,244,112
2007,53,80679.999,456508.23,191,117,85024.412,456854.6,61,5182561,978,4358.199,2,4842,0.611359,198,126
2008,56,80679.999,456508.23,195,120,85024.412,456854.6,61,5182561,1488,4358.199,1,4842,0.6185724,187,131
2009,48,80679.999,456508.23,177,117,85024.412,456854.6,61,5182561,1330,4358.199,2,4842,0.6295689,235,142
2003,48,80679.999,456508.23,132,123,78248.963,452901.75,84,5183284,888,4349.325,4,4865,0.4932249,449,1002
2004,44,80679.999,456508.23,126,162,78248.963,452901.75,84,5183284,906,4349.325,1,4865,0.5073665,413,1015
2005,53,80679.999,456508.23,216,201,78248.963,452901.75,84,5183284,1122,4349.325,2,4865,0.523746,236,712
2006,60,80679.999,456508.23,294,218,78248.963,452901.75,84,5183284,1121,4349.325,1,4865,0.527453,244,511
2007,53,80679.999,456508.23,191,199,78248.963,452901.75,84,5183284,1124,4349.325,2,4865,0.530213,198,505
2008,56,80679.999,456508.23,195,223,78248.963,452901.75,84,5183284,1400,4349.325,4,4865,0.5409281,187,603
2009,48,80679.999,456508.23,177,198,78248.963,452901.75,84,5183284,1581,4349.325,5,4865,0.5523483,235,578
2003,48,80679.999,456508.23,132,3,84072.195,457211.4,68,5182568,4,3464.311,5,4849,0.5606527,449,29
2004,44,80679.999,456508.23,126,7,84072.195,457211.4,68,5182568,8,3464.311,2,4849,0.5748971,413,33
2009,48,80679.999,456508.23,177,3,84072.195,457211.4,68,5182568,3,3464.311,8,4849,0.5901371,235,18
2004,44,80679.999,456508.23,126,174,80454.439,452443.94,38,5183638,1395,4070.544,1,4823,0.6751347,413,375
2005,53,80679.999,456508.23,216,182,80454.439,452443.94,38,5183638,1330,4070.544,3,4823,0.6962368,236,295
2006,60,80679.999,456508.23,294,195,80454.439,452443.94,38,5183638,1191,4070.544,1,4823,0.7133007,244,242
2003,48,80679.999,456508.23,132,62,80761.563,451911.95,20,5183620,879,4597.006,1,4808,0.6088709,449,191
2003,48,80679.999,456508.23,132,159,79856.692,451847.38,37,5183637,2095,4733.004,1,4822,0.6456456,449,383
2004,44,80679.999,456508.23,126,147,79856.692,451847.38,37,5183637,1935,4733.004,1,4822,0.6673477,413,326
2005,53,80679.999,456508.23,216,204,79856.692,451847.38,37,5183637,2233,4733.004,1,4822,0.6835423,236,333
2006,60,80679.999,456508.23,294,214,79856.692,451847.38,37,5183637,3042,4733.004,2,4822,0.696553,244,364
2009,48,80679.999,456508.23,177,195,79856.692,451847.38,37,5183637,2968,4733.004,1,4822,0.746013,235,305
2003,48,80679.999,456508.23,132,158,80106.222,451423.04,39,5183639,2324,5117.461,3,4824,0.6606717,449,271
2004,44,80679.999,456508.23,126,154,80106.222,451423.04,39,5183639,2225,5117.461,2,4824,0.6798357,413,202
2005,53,80679.999,456508.23,216,161,80106.222,451423.04,39,5183639,2202,5117.461,2,4824,0.7069137,236,164
2007,53,80679.999,456508.23,191,158,80106.222,451423.04,39,5183639,2536,5117.461,1,4824,0.737851,198,206
2003,48,80679.999,456508.23,132,124,78870.825,452058.42,89,5183489,1551,4803.535,3,4870,0.5742218,449,344
2006,60,80679.999,456508.23,294,125,78870.825,452058.42,89,5183489,1351,4803.535,2,4870,0.620518,244,291
2009,48,80679.999,456508.23,177,133,78870.825,452058.42,89,5183489,1402,4803.535,4,4870,0.6639411,235,379
2003,48,80679.999,456508.23,132,136,78419.446,451765.29,88,5183488,1673,5254.102,2,4869,0.6109269,449,679
2004,44,80679.999,456508.23,126,144,78419.446,451765.29,88,5183488,2034,5254.102,3,4869,0.6254455,413,570
2005,53,80679.999,456508.23,216,154,78419.446,451765.29,88,5183488,1966,5254.102,2,4869,0.6314617,236,443
2006,60,80679.999,456508.23,294,145,78419.446,451765.29,88,5183488,1245,5254.102,1,4869,0.633312,244,366
2007,53,80679.999,456508.23,191,155,78419.446,451765.29,88,5183488,1571,5254.102,1,4869,0.6490909,198,399
2008,56,80679.999,456508.23,195,137,78419.446,451765.29,88,5183488,1648,5254.102,1,4869,0.6613077,187,368
2003,48,80679.999,456508.23,132,142,79161.745,451240.78,80,5183480,1944,5481.89,2,4861,0.639329,449,358
2004,44,80679.999,456508.23,126,140,79161.745,451240.78,80,5183480,1253,5481.89,4,4861,0.6572068,413,298
